IPC_A,IPC_B,Co-occurrence
C04B,F03G,45
B09B,G01J,45
G01B,G10D,45
B30B,F02B,45
B41L,G02B,45
E03F,G01G,45
B25C,H04L,45
B24B,B81B,45
F01N,G07F,45
A42B,C08F,45
B26F,B60B,45
B05C,E03C,45
B67B,H05B,45
F16D,G04F,45
B30B,F25J,45
B29D,C23G,45
B22F,B60M,45
D06B,F23G,45
F04B,G04F,45
B64G,F02B,45
C05G,E04B,45
B09B,F23H,45
B23D,H10N,45
C10M,C25F,45
C25F,D06M,45
C07K,G08B,45
A24D,C12P,45
B06B,B25F,45
A23G,B31B,45
B65F,G21C,45
C05C,F23J,45
B27B,F16J,45
B63G,B64B,45
A23K,D06Q,45
D05B,H04Q,45
D04B,G01G,45
C12P,E02B,45
D05B,D07B,45
C01G,F01K,45
B60S,D03D,45
D01H,D05C,45
A01J,B23K,45
C12P,E04H,45
B60K,H04J,45
B25B,F16S,45
B05B,B60W,45
C25B,H04L,45
B60G,E04C,45
B03B,F04D,45
B21C,G01G,45
C21C,G01V,45
C01C,C07K,45
A01M,H01S,45
D04H,G06K,45
B67B,C09K,45
B42F,G11C,45
F21S,G21F,45
F41G,G01H,45
A24C,B25J,45
A63D,G01P,45
B21C,F24D,45
A22C,A46B,45
F15D,G05B,45
A01G,B60H,45
A62D,B65F,45
F16S,F41H,45
G01H,G11C,45
B25J,B29F,45
B26B,E04B,45
A01D,B09C,45
B67B,G06T,45
A21B,F28B,45
A47J,B44F,45
A01C,E04F,45
B23H,B65D,45
A46B,C23G,45
A44C,E05C,45
B23Q,H01K,45
B60D,E05C,45
C08F,G05F,45
B26D,F17C,45
A01B,B24B,45
B09C,F02B,45
F15C,F23R,45
B60P,C06B,45
B29B,F02F,45
F01N,F15C,45
D04B,G08C,45
A41D,H01C,45
B23D,B60J,45
A01K,C07B,45
A61H,F23N,45
B42D,D06N,45
F24D,G01V,45
A46B,D06G,45
A62D,F16L,45
B60T,B64G,45
C06B,C11D,45
B60G,B61L,45
B31B,D06C,45
B09C,F42B,45
G01H,H01T,45
F27B,F42B,45
A61J,B60R,45
B43M,G07F,45
B27C,E21B,45
B62B,C09D,45
A23P,C09H,45
A23G,F24C,45
A01G,H05C,45
B25B,E03D,45
B41F,D01F,45
F04B,G06M,45
B23G,B28D,45
A24C,F16C,45
E02F,G05F,45
F15C,H02K,45
C12R,E21D,45
C08J,E05B,45
A44B,B27F,45
A63F,G09D,45
C08C,H04L,45
A01M,E01D,45
A45C,B26F,45
B62B,F16S,45
B43K,C08F,45
A01G,F23L,45
B41G,B42D,45
B26F,B64G,45
A24D,B07C,45
A45B,H02K,45
B03B,C05D,45
B07B,F24F,45
A63C,D06M,45
C01D,F23C,45
B01J,B21H,45
C02B,G01F,45
C23D,F24J,45
F03B,H04L,45
B27K,C12H,45
B67C,E03B,45
A47G,C08B,45
F01N,F21V,45
A63J,B65H,45
B63C,D03D,45
B31B,F42B,45
B23H,D01D,45
B42C,C08J,45
A45F,F16S,45
C10B,E05C,45
B43K,D06Q,45
A47J,B41F,45
B04B,E03F,45
B22D,D05B,45
C30B,H02J,45
D04H,F24C,45
B60Q,E04F,45
C01C,C11D,45
E05B,F24H,45
B60J,F24C,45
B27L,C05F,45
B63B,B67C,45
B60T,H02B,45
B30B,E03D,45
B67D,C10M,45
B27K,C10N,45
B66C,G01J,45
B25J,G05F,45
B60M,H02S,45
B25B,C08J,45
A23P,B23K,45
B22F,D21G,45
B01F,B44F,45
B22D,B60N,45
B28D,G01S,45
A47F,G01P,45
D02G,G06T,45
B05D,F21M,45
A23F,B31B,45
A23L,B63J,45
A63F,F25D,45
B65C,G05D,45
F41C,G01S,45
C14B,F16P,45
D01D,F02C,45
B23B,B66D,45
B31B,B44D,45
B21H,E06B,45
A61P,B61K,45
E01H,G01P,45
F02G,G21B,45
B28D,H01B,45
B01L,G03C,45
B23D,C02F,45
A01C,H01H,45
B43K,G01K,45
B42F,G04B,45
B62H,B63H,45
B68F,B68G,45
F41G,G01W,45
D04B,G01V,45
B25G,H01F,45
B29D,C25F,45
A62C,F24J,45
B29L,D04D,45
D06P,F21V,45
C08F,F42B,45
B28B,E05F,45
B23C,C23G,45
B02C,C07F,45
B23G,F16N,45
G03B,G06E,45
A01K,B41K,45
A41C,A42C,45
C06D,G01M,45
B61D,C07C,45
B25D,F02D,45
A23L,H10N,45
B44C,D01D,45
F42D,G01M,45
B22D,B81C,45
A63H,H03M,45
B29B,C09H,45
B25G,B60C,45
B29D,G12B,45
C23C,F02G,45
B01J,F16T,45
E05C,G08C,45
B21C,B60T,45
A01D,A61D,45
A61M,B31F,45
B23B,B44F,45
A61J,F24V,45
F01P,F23Q,45
A23P,C09J,45
B60D,B62M,45
A61K,H01P,45
F03G,F16N,45
A63F,F28F,45
B29C,F23M,45
A61B,F02C,45
A63B,B24C,45
B25F,B44B,45
F42B,H05F,45
G02C,G06G,45
B62M,F04C,45
C01F,G21H,45
B64G,H01S,45
A23J,H05B,45
C10N,F01K,45
C01B,C02D,45
A47B,G04G,45
B05C,F02P,45
A44B,F15B,45
A24F,B31C,45
B60D,B64C,45
B07B,B41F,45
D21G,G03B,45
B26D,H04M,45
D04H,G01F,45
H03G,H10B,45
B62K,E04C,45
B64G,F02G,45
B21C,D02J,45
C07H,H04B,45
F21L,G01M,45
D04B,G02F,45
A47C,G04G,45
F26B,H03K,45
B60T,E02D,45
A01D,C08J,45
C21C,F22D,45
C40B,F16L,45
C22F,H04R,45
B24B,H02M,45
D01F,H03K,45
E02B,G07C,45
A43D,D06B,45
A63J,F16F,45
A23P,G06K,45
D06N,G05B,45
B07C,B60R,45
A41F,H04M,45
B28C,F21V,45
A61H,G05F,45
C11B,F24H,45
C05F,F16H,45
F24T,F28C,45
F21W,G01V,45
A01C,B61B,45
B29B,B62B,45
B31D,D06B,45
A44C,B25J,45
B23G,B25J,45
B24B,H02B,45
B29L,C06C,45
A44C,G01G,45
A47D,F21Y,45
A47B,D06G,45
E05F,G07G,45
A23N,G10K,45
B60N,H02M,45
B26D,F21W,45
A23P,A24F,45
B31D,F26B,45
B08B,B60F,45
A22B,A23N,45
B62B,E03B,45
B03C,B62B,45
E03B,H04M,45
B27D,B31B,45
G06V,H02M,45
B61K,C21C,45
B29B,B63H,45
A61J,G06G,45
B29K,G07C,45
A01K,G02F,45
A61P,A61R,45
D21F,H01F,45
A01K,H01S,45
A01B,G16Y,45
C09B,H04W,45
A45B,F24C,45
C01G,G06N,45
B23P,H04W,45
C21D,H04L,45
H01N,H04N,45
C07D,G10K,45
B31B,C11D,45
A01H,B82Y,45
A24F,B33Y,45
F16B,G16H,45
F24V,G05D,45
F03G,G09G,45
C09C,C12M,45
F17C,G01P,45
C09K,D01C,45
B64G,B82Y,45
A23K,F28D,45
A24F,H04N,45
A01N,H02K,45
B62B,G16H,45
B67B,C11D,45
B62H,E04B,45
C07F,H03K,45
C13B,D21B,45
A61G,B29K,45
B62M,B66F,45
C08G,G16B,45
C08F,G08F,45
F16P,H01J,45
A61F,B41N,45
C01C,F03D,45
B25C,G01N,45
A63C,F02B,45
A41D,C09B,45
A61N,B26F,45
C25D,G06V,45
B41B,G09B,45
A23C,F24C,45
B61C,B66D,45
B28C,D01F,45
B66C,C07C,45
B23D,C08L,45
C10L,G08B,45
F02K,G02B,45
B27L,C08K,45
A47B,C01B,45
B33Y,G01V,45
F23G,H02S,45
F28G,G01V,45
B02C,F23H,45
F28B,H02J,45
B04B,G08B,45
B27J,C09D,45
H10F,H10H,45
B08B,C05C,45
A23B,G09F,45
A43D,A61H,45
B23P,B43L,45
B01F,B60J,45
B07C,F16N,45
F22B,G06K,45
A01K,B27J,45
B61F,G08C,45
B61F,C08L,45
E21D,F03G,45
A01C,C10G,45
A01J,G02B,45
B65D,D05C,45
B27G,D21B,45
C09C,F16D,45
F41A,H01J,45
B27K,G03B,45
C23C,G04C,45
D21H,H04L,45
D21C,F16L,45
B23D,C09D,45
B25B,D01H,45
C03B,D06P,45
B21C,F15D,45
C11B,F28C,45
C11D,G01R,45
A01F,B23Q,45
A61B,B31F,45
B27L,G06T,45
A43B,B30B,45
B24C,C01D,45
F15B,F41J,45
B02C,B60C,45
G06M,G21C,45
A41H,D01G,45
C22D,H01M,45
B60G,H01B,45
F41B,G01F,45
C07F,C23B,45
B23C,G05D,45
B81C,H03K,45
G09C,H05K,45
A23B,C06D,45
B61L,E02D,45
A01F,C07D,45
B41B,G06C,45
B23C,E02B,45
B30B,F01C,45
A62C,B67B,45
E04G,F02D,45
A01N,G01B,45
B25J,F03C,45
B60R,C12L,45
F41C,H04M,45
B21B,C08K,45
C40B,G01T,45
B03D,C09B,45
B82Y,F41H,45
B02C,F03C,45
C07K,C12B,45
C11D,C21C,45
A61J,F02D,45
A63B,C07F,45
B25D,B25J,45
A23D,B29B,45
F16K,H03L,45
A42C,A45B,45
A24B,E04H,45
A21D,G01F,45
C21C,H01H,45
C08G,C12G,45
B41B,B65D,45
B60S,F24C,45
G21F,H02K,45
B23B,H04M,45
G01G,H01B,45
B61F,F16L,45
C07C,D01B,45
C09B,C12S,45
D04H,H04N,45
G01F,G04C,45
C22F,C23B,45
C02B,F04D,45
A45D,C25B,45
B65D,D06G,45
F26B,G05F,45
C07J,E04G,45
A46D,A47G,45
B64B,D06M,45
D01F,H04L,45
A23J,B32B,45
B05B,C12C,45
A46B,H03K,45
B67D,D21C,45
A61L,B23G,45
B29H,C09C,45
F28F,F42B,45
B01K,C07D,45
C10G,E04B,45
B29C,C12C,45
F16G,F24S,45
A01K,B64G,45
B64F,C03C,45
A45F,G16H,45
B67D,H01Q,45
F03C,F23L,45
B41M,H04B,45
F16N,H10N,45
F23L,H02J,45
E04C,H04B,45
A01C,A63B,45
F16M,G10B,45
A01K,G06C,45
C10L,H05F,45
A24B,F24J,45
B64B,G06F,45
B29B,B41C,45
A47K,G16Y,45
B23K,B60D,45
C06C,F24J,45
B43K,G06C,45
C30B,G06Q,45
B31B,H02P,45
E03F,F03G,45
C07K,F28F,45
C07B,H04R,45
G06E,G16B,45
C08F,C12S,45
E06B,F24B,45
B65D,H03C,45
B05D,B21G,45
E02B,F24V,45
B41K,H04M,45
E06C,H01F,45
C01G,G05B,45
B65H,G08G,45
C25C,F26B,45
E02C,G06F,45
C10B,H05K,45
C12S,C21C,45
B24D,B60H,45
A61D,F41C,45
A63F,C12N,45
B63C,H01L,45
B62K,C07C,45
A23P,F22B,45
C23B,G03G,45
C13K,G21F,45
B27F,F15B,44
C12N,C99Z,44
B64D,H03H,44
A61M,B21K,44
B23D,E01D,44
A23F,B29C,44
C12N,D01B,44
A46B,B21D,44
D06M,F02C,44
B63H,E04B,44
C07K,G21G,44
C10L,C12G,44
A61P,D06N,44
B30B,H02M,44
A01H,C08F,44
C01B,E03C,44
F23M,G01B,44
B27M,B29B,44
A01C,A61B,44
D01F,H02K,44
B21J,G02B,44
A01M,G21F,44
B65D,H03L,44
A23B,F27B,44
B21K,B60J,44
A63F,C23C,44
B62D,F04F,44
A45C,D01F,44
D21H,H02G,44
A23G,C01F,44
G21D,H04Q,44
E02F,F03G,44
B41N,C09C,44
C10L,C13B,44
B21D,F23L,44
B21L,F16C,44
A45D,F17C,44
A47D,B43L,44
A47L,E21F,44
B29L,C30B,44
A01M,C10L,44
B05D,B68G,44
B30B,C01D,44
B25B,H01P,44
C12N,G10L,44
A62B,F42D,44
A47L,C12R,44
A41H,C08G,44
F04C,H04Q,44
C08G,H03M,44
A23K,C13D,44
B60Q,H03M,44
B03D,G21C,44
G10D,H04B,44
B01B,B09B,44
A46D,C09K,44
C14C,D21C,44
C10C,C23C,44
C23G,F16N,44
C06D,C23C,44
B31B,G07D,44
F02B,G03C,44
E04B,H04S,44
A61G,B31B,44
A01G,G12B,44
C30B,F25J,44
F01B,G05G,44
B62D,C09C,44
B24D,E06B,44
B21B,B21G,44
B60Q,F21P,44
A61B,D06C,44
F23C,F42B,44
A42B,B64G,44
C04B,F15D,44
E04G,F23M,44
C23G,D21F,44
B44F,H04L,44
B26F,G07D,44
A41B,F16B,44
A63H,G02C,44
B60N,F02B,44
B29C,B68C,44
B25H,C04B,44
B01J,B23C,44
C08J,G05G,44
G03H,G04B,44
F15D,F23M,44
A63C,B60W,44
A23C,F16L,44
C23F,F15B,44
A63H,B61D,44
B65G,F01M,44
A44B,C07C,44
A23K,A47G,44
G06G,H01S,44
A62D,F22B,44
E01H,F23G,44
A24D,D01H,44
G21D,H01L,44
F28C,G01K,44
G01T,G06J,44
A01B,A45B,44
E01C,F02P,44
A62D,G06F,44
A23F,C12S,44
B42C,B44C,44
B44B,D04B,44
A01C,B01L,44
F23D,G01B,44
A44B,F04D,44
E06C,F16G,44
D06F,H01T,44
E05G,G08C,44
A62C,C05F,44
A47L,A61D,44
B07B,B27M,44
B25D,F28G,44
A45C,B60K,44
B63H,C21D,44
A62D,B63C,44
G21D,G21J,44
B25D,F02M,44
E04G,H03K,44
E04B,G01P,44
A23B,B04C,44
G04F,H03D,44
A45F,C08K,44
A47G,B22F,44
B62D,H03F,44
D02J,G05B,44
A01F,D07B,44
G10C,H04N,44
B27H,E04H,44
C25D,G21B,44
C08B,H04Q,44
E03B,E05D,44
B04B,B65H,44
A24D,G01D,44
C05D,C08H,44
E05B,G05F,44
F24F,G21K,44
D05B,F16P,44
B60T,B62C,44
B44F,E05B,44
A44C,B44D,44
A41F,D06J,44
B61F,C21C,44
B21L,B23Q,44
B60T,G03B,44
B60S,F41A,44
B24C,H05H,44
C23D,E04F,44
F26B,H04M,44
C10N,D21C,44
F23K,F24J,44
D04H,E21B,44
A63C,F04B,44
C23G,H01R,44
C08F,C13D,44
B41M,D21D,44
C02B,F04B,44
B04C,G10K,44
F02K,F25D,44
A21B,F16C,44
B61C,B65H,44
A63H,H02H,44
F01L,F17D,44
B25D,E05B,44
C14B,D05C,44
E01C,E05C,44
A24F,B07C,44
E04B,H02P,44
G01M,H01K,44
G21K,H01K,44
A61L,E21C,44
C09K,F02N,44
B24B,G12B,44
B65D,C09F,44
A43D,B24D,44
C05G,C12F,44
A47K,D05C,44
C03C,H04L,44
C04B,G04G,44
D06H,G01S,44
B28D,B62D,44
C08G,G01M,44
B62J,G05F,44
A01H,F21K,44
D07B,G08B,44
A61F,C06B,44
A61N,C30B,44
E03C,H02H,44
A21B,F23L,44
F21S,G01L,44
C08F,E05B,44
C05F,F25B,44
A62B,F42C,44
B26B,F01B,44
B64G,D01F,44
F16J,F41F,44
D21D,F16K,44
B44D,B65C,44
B21J,B27B,44
A63H,B23K,44
C08F,H03M,44
B29C,B60D,44
A61H,E06C,44
A45D,H01S,44
A45F,B23B,44
D06B,E04C,44
B08B,F23B,44
A61M,B25F,44
F28F,H01K,44
A23L,B44D,44
B60G,F01M,44
C01D,F24S,44
C23F,D06F,44
C09C,C11C,44
B60H,F25C,44
B66B,C21B,44
F23H,F28C,44
B26B,F04D,44
C09B,F16H,44
C14B,D21F,44
B23D,B60K,44
B06B,B24C,44
B29B,C22F,44
D06B,F16G,44
A23C,C03C,44
C11D,F41A,44
F17C,F42D,44
G07D,H03G,44
C08G,D01G,44
C08K,C12S,44
B21J,E06B,44
C08K,C25F,44
B31B,C07F,44
A47J,C08B,44
B44C,G05G,44
A61L,F24B,44
B64C,H03H,44
A61G,G01H,44
C21D,H01T,44
B21B,D21H,44
C12R,F02M,44
A41G,B05C,44
E05D,G01M,44
C10G,F22G,44
B07B,F16G,44
F41A,H02P,44
B23G,H02K,44
A43B,F24V,44
C10N,C12P,44
C07D,G05G,44
A61J,B44D,44
B65C,C12Q,44
B25H,F02B,44
F16L,G01T,44
B60K,F23J,44
E04F,F02C,44
B61B,F16P,44
A61K,D21D,44
C12G,F16K,44
A23B,E04B,44
B63B,G07B,44
D02G,H02P,44
F23Q,H04Q,44
B60W,E02D,44
B64C,E03F,44
B21K,F01B,44
B60M,H01Q,44
B61G,G01L,44
A01G,D01B,44
B60M,B60S,44
A01N,F02P,44
B23C,F27D,44
C01F,E06B,44
A45F,E01H,44
A61G,H10N,44
B67D,G03C,44
B41J,F27D,44
A47B,C07G,44
B61K,H02P,44
E04G,F23D,44
B23P,C01G,44
E03C,F16H,44
B60T,B63B,44
F02C,F25C,44
B26B,C12M,44
B63G,F21V,44
A01G,G10L,44
A01F,G06M,44
F04B,F24T,44
B44D,B62B,44
B07B,E03C,44
B62K,B65F,44
B25H,B60Q,44
A01D,G01W,44
E04B,H02M,44
C05F,F22B,44
B66B,C10N,44
G02C,G21F,44
F16N,G06K,44
B03C,E03C,44
B01F,F23B,44
C10K,F16K,44
B23Q,H01P,44
F04D,H03F,44
B26D,F04B,44
G10G,H04B,44
B65B,C25B,44
B25B,F24C,44
A61M,B01B,44
G03F,H03F,44
A43B,C25D,44
B06B,G16H,44
G21K,H02H,44
B05D,B60H,44
F15B,H01S,44
B62D,D05B,44
A41G,G06T,44
A42B,D05C,44
A41G,A46B,44
B25B,F24S,44
F21S,G16Y,44
B64F,E01B,44
C01F,H04N,44
A21C,C08J,44
B60J,G06N,44
E05C,H04J,44
B29D,H04L,44
F28C,G05B,44
A01M,B43M,44
B42D,F16L,44
F03H,H05G,44
B25F,H04N,44
C03C,C10J,44
B61C,G06T,44
D06C,G06V,44
A22C,G08B,44
C05C,C10B,44
B61C,G21C,44
C10J,H02P,44
E01C,H01C,44
B82Y,G01H,44
A24F,H01G,44
D01D,F23R,44
B27G,G06T,44
A63B,C07K,44
A24F,B30B,44
A63B,G03H,44
C03B,G06V,44
A61B,A63J,44
A45D,G01S,44
F03G,F23J,44
B27K,D21D,44
B61G,B66F,44
B60F,H02G,44
B02C,G09B,44
B28B,C05F,44
B44D,C14C,44
A62C,B61L,44
E01H,E06B,44
F26B,G12B,44
C10B,G06Q,44
B23K,E06C,44
D06B,F28B,44
D07B,G05B,44
A41D,D01B,44
C21C,G01H,44
B28B,H05H,44
C07C,F02K,44
B01F,F24V,44
B07B,G06N,44
A63F,B29K,44
B61F,C08K,44
C12N,F03D,44
B31D,D02G,44
C10L,G21K,44
C07C,F24D,44
A43D,H01J,44
F42B,G04C,44
B62M,H01L,44
B65H,C08B,44
B22D,H01P,44
B61F,C21D,44
F25J,H01J,44
C07J,E04H,44
F23J,H02G,44
A43B,C11D,44
B41B,H01L,44
B22D,C10C,44
C07F,C21D,44
B44D,C09G,44
A23G,F16B,44
C08J,F28G,44
B01F,F41B,44
B06B,B82Y,44
C21C,G01C,44
A61P,F02P,44
C22F,H01V,44
C07K,F16F,44
C03C,F23C,44
F21S,F23C,44
B44D,H02K,44
B60H,H05F,44
B29F,E04F,44
F01P,F16T,44
G11C,H01V,44
B02C,C25B,44
B29F,B44F,44
C22C,H04Q,44
A61J,E03B,44
A23P,F16D,44
B27K,C06D,44
C09B,D02G,44
A43D,A47J,44
A63J,G01H,44
F17C,H01C,44
B22C,B41B,44
C08K,H04Q,44
A21D,A62D,44
B44C,E21D,44
A01J,G10K,44
B24C,H01C,44
F02B,H05G,44
A21D,C12D,44
C02C,C10L,44
B27B,B62B,44
A63F,G02C,44
E03B,F02B,44
A63G,B64G,44
C12N,D06Q,44
G10L,H03C,44
F16K,G09G,44
B62M,C25D,44
A61N,E21B,44
B64U,H04Q,44
A41H,A45D,44
B60K,D06M,44
C08H,D21F,44
F02B,H04W,44
A41F,C08L,44
C08J,D04G,44
C11D,G06V,44
E04C,F22B,44
E05D,F41G,44
G01H,G04C,44
C08H,C22B,44
B65B,C11C,44
A01M,D01D,44
C05F,C14C,44
C01G,F28G,44
B21J,G21F,44
E04H,H03B,44
B07B,C07K,44
A01D,C12Q,44
B64C,G05F,44
D01D,H04L,44
C05G,C11C,44
B26B,B41M,44
B01B,B29B,44
E01H,F16J,44
B62M,C09J,44
F16K,F24B,44
C01B,H03F,44
A47F,G10K,44
B23F,F16N,44
B05C,C05C,44
B31D,E04H,44
B66C,H05F,44
B03D,C22C,44
B62B,G01F,44
B81B,F17D,44
C10G,C12B,44
A23F,F25B,44
F28F,H04M,44
B60R,B67B,44
B04B,C01D,44
F23C,G01K,44
F02K,F04C,44
C09D,C13K,44
A45B,C09D,44
B23Q,B64D,44
G06Q,H01S,44
H01M,H04J,44
C08K,G01Q,44
B01L,G21G,44
G01T,G16Z,44
F02P,H01P,44
C10B,C12R,44
E01D,F03G,44
C10L,G01T,44
B23K,G04C,44
F21W,G03F,44
B64D,F22B,44
F24F,G01T,44
B07B,G07B,44
B63B,G01T,44
B60P,C25C,44
B29L,F24S,44
F24H,G04F,44
C01F,E04G,44
G06F,H10D,44
C02C,F27B,44
E04G,F17B,44
B24C,E03C,44
B28C,G09B,44
B43M,F26B,44
B06B,B29D,44
B30B,F24F,44
C05G,G06Q,44
B21B,G21F,44
B41J,F04F,44
A62B,F23J,44
A61P,B23C,44
C12P,H04W,44
B60D,B62C,44
F41B,H01S,44
B21F,G06T,44
B09C,C07F,44
B81B,F27B,44
F25C,G09F,44
C23F,F15D,44
F27B,G03B,44
B25J,G03C,44
B01B,B05D,44
C07K,F21V,44
A61F,B03C,44
F16H,G01T,44
C02F,F01L,44
B64G,B66D,44
B61B,H02M,44
D01B,D06P,44
B63H,G01W,44
G07B,H02H,44
B60M,G06K,44
C07H,C21C,44
B82B,D03D,44
B82Y,G08C,44
H01J,H01V,44
C07D,G06G,44
B21C,H04M,44
A61G,G21K,43
B21J,H01G,43
A47C,B60T,43
F23Q,G09B,43
A61C,C01F,43
A01N,C12F,43
A01D,G09G,43
A61K,F21Y,43
B64G,H03M,43
A61J,E06B,43
B21B,C11D,43
B01F,G01T,43
B22C,E03C,43
F24S,G03H,43
A61K,B62B,43
B01F,G21K,43
G03H,H01F,43
F03B,H01H,43
F01N,G06T,43
B21B,H02N,43
B24C,H05B,43
A01P,G06Q,43
B25F,G01K,43
B64C,H01T,43
A41C,A62B,43
A46B,H04R,43
B66B,E03F,43
A23B,B29L,43
B27D,B41J,43
B31B,F16J,43
B63H,C07K,43
B60H,B62M,43
C22B,E02B,43
C21B,F17C,43
C10B,E01B,43
B65B,C01G,43
F24D,G09G,43
B09B,B21B,43
E04C,F02B,43
B64C,D04C,43
B81B,H02H,43
A61H,H04S,43
F42D,H01Q,43
B30B,C01G,43
B41N,H01M,43
D04B,E01F,43
B24D,C10N,43
A63C,H01L,43
F21K,G06Q,43
A41F,B65B,43
E03D,F04C,43
A21B,F16B,43
A61P,C05B,43
C10J,C23F,43
B03C,F04F,43
G21F,H04Q,43
B41N,G06F,43
B60V,H01F,43
B21D,D02G,43
G03H,G05B,43
A23N,G01J,43
A23L,D04B,43
F16D,H01P,43
B24C,E04B,43
F02K,G01D,43
B41F,H02B,43
B64G,F02M,43
B03B,B60S,43
B28C,H02P,43
A45B,F41A,43
B63G,G01P,43
B23B,G07C,43
C06D,F16J,43
A41F,G21F,43
B27B,F26B,43
B44F,G11C,43
F16J,G07C,43
B07C,B44F,43
A47J,C23G,43
A23K,B44C,43
B60K,B61J,43
B01K,H05H,43
B25F,G01M,43
B29D,F15D,43
C25B,H02G,43
F02F,G08C,43
C09D,F16M,43
B25B,C09K,43
D03D,F41J,43
B41M,D04D,43
C12C,G01F,43
B25H,B64C,43
B44D,B62D,43
B43M,G01F,43
F24D,G01S,43
A47B,G03F,43
F02P,F16L,43
F42C,H04N,43
E04B,G10H,43
F42C,G01D,43
D06N,F02B,43
B67D,H01B,43
G01K,G03D,43
F02D,H03L,43
A21B,G01G,43
F16M,G06C,43
C21D,D21G,43
A01B,C12M,43
A01J,F04D,43
B29F,F25D,43
E04G,F01D,43
A61D,H01F,43
B05B,B41K,43
B61H,H02G,43
B01F,B26B,43
B65C,G07C,43
B06B,F15D,43
B28C,F16P,43
B04B,B05D,43
B62M,G09F,43
B41C,C07F,43
B65B,G21H,43
D06B,F17D,43
B23H,B43K,43
B21D,B62L,43
F16D,F24H,43
B60S,F24D,43
F01M,G06Q,43
C08L,H03G,43
A47D,B06B,43
C22F,E04D,43
A47G,B28D,43
B21D,F24B,43
B66F,F23J,43
B21J,C08L,43
F02K,F24S,43
B41F,H04Q,43
B03B,B26F,43
A01D,G10L,43
F01P,F21V,43
D01C,D21F,43
B30B,C13F,43
B60T,G10L,43
D05B,H05B,43
B61K,B65D,43
A22C,B27G,43
B63C,D06M,43
A21B,E05F,43
A01C,F25B,43
B25F,B44C,43
B43K,F41B,43
C21B,G03B,43
C05D,E21C,43
A63F,B43M,43
C12P,E21D,43
A43B,B25B,43
B64G,G21K,43
C09K,C12K,43
G01V,G03D,43
B65F,G10K,43
B28B,F42B,43
B44B,F16M,43
A47G,G10H,43
A22C,C05F,43
B07C,C07F,43
B64G,G11B,43
B21H,F16S,43
C21B,H02J,43
B23C,B41C,43
A23K,D01C,43
B66B,F24D,43
F02K,H01F,43
E05B,F24J,43
D01H,G09F,43
C08K,G21H,43
B65C,H01H,43
B31B,D06N,43
A21C,B41F,43
B60P,H03K,43
A01M,G05G,43
A01K,C22B,43
B23C,B42C,43
A63C,G10K,43
G09F,H05G,43
E04H,G05G,43
E03F,F24J,43
E04F,G07C,43
A22B,B66F,43
A41D,F16J,43
B29D,G01P,43
F04C,G08B,43
B23B,D01H,43
B61H,G01P,43
F26B,G01H,43
B64D,F41C,43
C07B,G21C,43
B63G,G07C,43
C09C,F28G,43
G01G,H02H,43
B24C,E06B,43
B61G,H01L,43
B28B,F01L,43
B21C,G01F,43
C14C,D06G,43
E02D,F27B,43
G07F,H04S,43
E06C,G01L,43
A22C,G01D,43
F15D,F24D,43
B60D,G09F,43
B23D,B60T,43
D02H,F16D,43
B26D,D06F,43
A01G,F21P,43
B65H,F01B,43
B64F,F02G,43
B01J,D21G,43
A01C,C01C,43
B29C,H03L,43
B60T,C25D,43
A23C,B67B,43
C09J,G05B,43
F02D,G09G,43
B07C,H10B,43
D04B,G03C,43
F01C,H02N,43
F23D,G09F,43
A63K,G09B,43
B42D,E04B,43
B81B,F23R,43
B24C,B60P,43
A24C,G01L,43
B29K,C22F,43
B26F,C08G,43
B41J,H05G,43
F23Q,G01D,43
B21F,B64C,43
B21J,F25B,43
A41C,D06B,43
A62C,B04C,43
B25F,D21G,43
A47G,C21D,43
C11D,F04C,43
B62H,H01Q,43
B60G,C09D,43
B60C,F21S,43
A61H,E01H,43
B02C,E05B,43
A62C,B64B,43
C06B,C21B,43
A41D,B24B,43
B07B,C10K,43
F02N,H02N,43
B08B,E05G,43
A63H,B67B,43
A23B,C01D,43
A23F,F28D,43
B03B,C23F,43
B60J,F02M,43
C13B,C13L,43
A23N,F28B,43
A01C,F24S,43
G04D,H03B,43
B29F,F04D,43
F02K,F23G,43
A01L,B29C,43
B26D,G06N,43
B04C,F15C,43
A24D,D21G,43
A23C,F24J,43
B44C,C07H,43
A01F,F23J,43
C06B,D06M,43
B25D,G01D,43
B29H,C21D,43
B62D,H01S,43
B29F,B65C,43
A47F,F24H,43
A63D,F41J,43
B60D,B60H,43
B25H,C08J,43
H04Q,H10B,43
B30B,G03C,43
C07H,F16K,43
B09B,D01D,43
A63H,F02P,43
B24D,B27C,43
C23F,H04L,43
B43L,H05F,43
G04G,H02B,43
B62B,H02M,43
A21D,G05D,43
C21C,C30B,43
F02C,F24V,43
B23F,B29D,43
B30B,B81C,43
C25B,F26B,43
B27F,F16F,43
B06B,E04F,43
B63B,F17B,43
C07D,E21C,43
A01D,A61M,43
B25H,H02P,43
F21K,H01F,43
B64C,F02F,43
D21H,F16B,43
B26B,B42F,43
B04B,F23K,43
B09C,C02B,43
B63J,F16B,43
B28C,B65F,43
A43D,B62M,43
F04B,F23C,43
C12P,F01K,43
A23P,A61N,43
B31F,F25D,43
D06J,D06Q,43
B05C,B21K,43
A01G,G04B,43
A23F,G06K,43
B61K,H02S,43
F24S,G08C,43
A47F,G03H,43
